model_name,model_year,sale_price,mileage,car_age,yearly_maint,maintenance_status,assigned_tier
"A Class",2014,10775,57456,12,933,Major,Economy
"E Class",2013,12460,47951,13,2266,Minor,Premium
"GL Class",2015,22806,42332,11,2807,Minor,Luxury
"C Class",2016,14499,33036,10,1199,Major,Standard
"A Class",2014,12670,41700,12,933,Major,Economy
"A Class",2016,11999,46183,10,800,Major,Economy
"E Class",2012,8500,94871,14,2448,Major,Premium
"C Class",2018,23400,9861,8,1028,Major,Standard
"C Class",2014,10999,53386,12,1399,Major,Standard
"CL Class",2017,16799,17749,9,2406,Minor,Luxury
"A Class",2015,12699,34950,11,864,Minor,Economy
"C Class",2015,16499,31063,11,1295,Minor,Standard
"A Class",2017,19300,25838,9,740,Minor,Economy
"A Class",2017,15088,13837,9,740,Minor,Economy
"E Class",2015,14490,63000,11,1943,Minor,Premium
"GL Class",2015,16990,45000,11,2807,Minor,Luxury
"C Class",2015,13990,71000,11,1295,Minor,Standard
"E Class",2013,12990,56000,13,2266,Minor,Premium
"A Class",2016,13490,39000,10,800,Major,Economy
"C Class",2014,11990,50000,12,1399,Major,Standard
"E Class",2013,11490,50000,13,2266,Minor,Premium
"C Class",2016,18990,23000,10,1199,Major,Standard
"C Class",2015,13490,52000,11,1295,Minor,Standard
"E Class",2013,12990,67000,13,2266,Minor,Premium
"B Class",2013,8990,52000,13,1007,Minor,Economy
"C Class",2017,20990,29000,9,1111,Minor,Standard
"CL Class",2016,14990,35000,10,2599,Major,Luxury
"C Class",2017,15990,53000,9,1111,Minor,Standard
"C Class",2014,12295,32391,12,1399,Major,Standard
"C Class",2016,16000,39877,10,1199,Major,Standard
"C Class",2016,14299,34246,10,1199,Major,Standard
"E Class",2015,14995,48641,11,1943,Minor,Premium
"A Class",2017,14799,25522,9,740,Minor,Economy
"C Class",2016,14499,11638,10,1199,Major,Standard
"A Class",2018,17399,12564,8,686,Major,Economy
"C Class",2017,18865,15021,9,1111,Minor,Standard
"E Class",2015,16350,24041,11,1943,Minor,Premium
"GL Class",2017,29300,28871,9,2406,Minor,Luxury
"A Class",2017,12999,40563,9,740,Minor,Economy
"C Class",2017,16958,49243,9,1111,Minor,Standard
"C Class",2016,15999,41614,10,1199,Major,Standard
"CL Class",2016,16989,34726,10,2599,Major,Luxury
"C Class",2014,14999,42256,12,1399,Major,Standard
"A Class",2017,15035,28913,9,740,Minor,Economy
"A Class",2018,21999,5567,8,686,Major,Economy
"C Class",2017,13499,23001,9,1111,Minor,Standard
"C Class",2013,10190,60841,13,1511,Minor,Standard
"GLA Class",2016,18700,25071,10,800,Major,Economy
"GL Class",2016,16499,35333,10,2599,Major,Luxury
"A Class",2014,11949,62155,12,933,Major,Economy
"CL Class",2013,12202,69008,13,3274,Minor,Luxury
"E Class",2013,10636,58811,13,2266,Minor,Premium
"C Class",2016,19499,40313,10,1199,Major,Standard
"C Class",2016,21499,26741,10,1199,Major,Standard
"A Class",2018,17799,10172,8,686,Major,Economy
"E Class",2017,24799,7501,9,1666,Minor,Premium
"A Class",2016,14499,22181,10,800,Major,Economy
"C Class",2016,15999,59211,10,1199,Major,Standard
"E Class",2013,11229,48684,13,2266,Minor,Premium
"C Class",2013,10999,49085,13,1511,Minor,Standard
"C Class",2016,18499,28696,10,1199,Major,Standard
"CL Class",2016,21999,11186,10,2599,Major,Luxury
"A Class",2014,12799,23657,12,933,Major,Economy
"M Class",2012,15299,54632,14,2448,Major,Premium
"C Class",2016,17999,43003,10,1199,Major,Standard
"GL Class",2014,13421,66010,12,3031,Major,Luxury
"C Class",2016,16199,35822,10,1199,Major,Standard
"C Class",2017,17488,29645,9,1111,Minor,Standard
"A Class",2015,12199,34849,11,864,Minor,Economy
"A Class",2013,10349,50512,13,1007,Minor,Economy
"E Class",2017,20274,45186,9,1666,Minor,Premium
"C Class",2017,15999,24518,9,1111,Minor,Standard
"C Class",2015,17130,59549,11,1295,Minor,Standard
"C Class",2013,21999,41866,13,1511,Minor,Standard
"E Class",2016,15858,64126,10,1799,Major,Premium
"C Class",2016,16341,61225,10,1199,Major,Standard
"B Class",2017,11849,70371,9,740,Minor,Economy
"A Class",2016,13499,28121,10,800,Major,Economy
"GLA Class",2014,16889,57706,12,933,Major,Economy
"CL Class",2015,17399,14339,11,2807,Minor,Luxury
"C Class",2015,14999,52500,11,1295,Minor,Standard
"C Class",2014,11999,50416,12,1399,Major,Standard
"GL Class",2017,19299,20117,9,2406,Minor,Luxury
"C Class",2017,18728,23683,9,1111,Minor,Standard
"A Class",2016,14995,27270,10,800,Major,Economy
"GL Class",2016,17999,26511,10,2599,Major,Luxury
"C Class",2017,20200,25449,9,1111,Minor,Standard
"C Class",2015,15800,46959,11,1295,Minor,Standard
"GLA Class",2015,27444,26177,11,864,Minor,Economy
"C Class",2018,26998,15696,8,1028,Major,Standard
"B Class",2015,13998,34739,11,864,Minor,Economy
"E Class",2010,8850,64723,16,2643,Major,Premium
"A Class",2016,13119,20765,10,800,Major,Economy
"A Class",2018,18249,8074,8,686,Major,Economy
"A Class",2013,9499,67581,13,1007,Minor,Economy
"C Class",2012,9124,60586,14,1632,Major,Standard
"A Class",2017,13849,18600,9,740,Minor,Economy
"GL Class",2015,18199,21210,11,2807,Minor,Luxury
"GL Class",2014,15965,34534,12,3031,Major,Luxury
SLK,2012,10499,47800,14,1632,Major,Standard
"E Class",2017,18999,36738,9,1666,Minor,Premium
"C Class",2016,15999,44617,10,1199,Major,Standard
"C Class",2015,13599,44598,11,1295,Minor,Standard
"A Class",2016,13499,19043,10,800,Major,Economy
"C Class",2015,15604,31435,11,1295,Minor,Standard
"C Class",2014,11750,47183,12,1399,Major,Standard
"C Class",2012,7573,59512,14,1632,Major,Standard
"A Class",2019,23498,4000,7,635,Minor,Economy
"C Class",2017,21998,19242,9,1111,Minor,Standard
"E Class",2017,19498,40470,9,1666,Minor,Premium
"E Class",2017,22998,27542,9,1666,Minor,Premium
"GLA Class",2016,19998,32501,10,800,Major,Economy
"E Class",2017,24248,31000,9,1666,Minor,Premium
"E Class",2016,18498,39947,10,1799,Major,Premium
"C Class",2017,18998,42986,9,1111,Minor,Standard
"GLE Class",2017,38248,19300,9,1666,Minor,Premium
"G Class",2020,154998,3000,6,1910,Major,Luxury
"GLA Class",2016,19498,13763,10,800,Major,Economy
"C Class",2019,27498,41,7,952,Minor,Standard
"A Class",2017,19998,37572,9,740,Minor,Economy
"SL CLASS",2017,20498,27474,9,2406,Minor,Luxury
"A Class",2014,10498,73000,12,933,Major,Economy
"C Class",2017,16798,37158,9,1111,Minor,Standard
"V Class",2019,36998,5500,7,1428,Minor,Premium
"A Class",2020,25998,1000,6,588,Major,Economy
"E Class",2020,43498,1000,6,1322,Major,Premium
"C Class",2017,19498,27236,9,1111,Minor,Standard
"V Class",2018,36498,20527,8,1542,Major,Premium
"CLA Class",2020,29498,1000,6,588,Major,Economy
"GLA Class",2020,27498,1000,6,588,Major,Economy
"GLC Class",2017,25498,52554,9,1666,Minor,Premium
"GLC Class",2020,42998,1000,6,1322,Major,Premium
"C Class",2020,34498,3000,6,882,Major,Standard
"C Class",2020,33998,2000,6,882,Major,Standard
"GLE Class",2020,53998,1000,6,1322,Major,Premium
"GLA Class",2020,25748,1000,6,588,Major,Economy
"GLC Class",2020,39998,1000,6,1322,Major,Premium
"C Class",2020,33998,2000,6,882,Major,Standard
"GLC Class",2017,31248,34444,9,1666,Minor,Premium
"C Class",2019,24748,13479,7,952,Minor,Standard
"A Class",2017,15978,16500,9,740,Minor,Economy
"GLC Class",2017,30998,26865,9,1666,Minor,Premium
"GLS Class",2020,67899,1000,6,1910,Major,Luxury
"A Class",2018,17998,15724,8,686,Major,Economy
"GLC Class",2016,26498,30000,10,1799,Major,Premium
"GLC Class",2016,23988,42045,10,1799,Major,Premium
"A Class",2017,18998,22199,9,740,Minor,Economy
"C Class",2017,21498,26145,9,1111,Minor,Standard
"E Class",2017,21498,23084,9,1666,Minor,Premium
"B Class",2018,19998,4340,8,686,Major,Economy
"C Class",2016,19998,40500,10,1199,Major,Standard
"C Class",2019,31248,4000,7,952,Minor,Standard
"GLC Class",2016,22248,32726,10,1799,Major,Premium
"A Class",2020,26498,2000,6,588,Major,Economy
"C Class",2015,10499,79520,11,1295,Minor,Standard
"C Class",2016,19599,38154,10,1199,Major,Standard
"A Class",2017,16475,17500,9,740,Minor,Economy
"B Class",2016,12499,11219,10,800,Major,Economy
"B Class",2016,11799,27421,10,800,Major,Economy
"C Class",2017,16999,12146,9,1111,Minor,Standard
"A Class",2016,13299,35883,10,800,Major,Economy
"E Class",2016,16999,58280,10,1799,Major,Premium
"B Class",2013,8899,47000,13,1007,Minor,Economy
"A Class",2019,18798,11288,7,635,Minor,Economy
"A Class",2017,19998,22755,9,740,Minor,Economy
"CLA Class",2020,29998,1000,6,588,Major,Economy
"E Class",2020,50998,2000,6,1322,Major,Premium
"A Class",2019,19498,6453,7,635,Minor,Economy
"GLC Class",2017,23248,22623,9,1666,Minor,Premium
"C Class",2018,19798,38508,8,1028,Major,Standard
"A Class",2017,26498,33133,9,740,Minor,Economy
"E Class",2020,45498,1000,6,1322,Major,Premium
"C Class",2019,29498,1000,7,952,Minor,Standard
"A Class",2019,24998,3000,7,635,Minor,Economy
"B Class",2019,25948,3000,7,635,Minor,Economy
"GLE Class",2017,28498,34236,9,1666,Minor,Premium
"E Class",2020,37998,1000,6,1322,Major,Premium
"GL Class",2015,16799,40659,11,2807,Minor,Luxury
"A Class",2013,12842,16311,13,1007,Minor,Economy
"CL Class",2018,23500,22741,8,2228,Major,Luxury
"E Class",2016,18799,44739,10,1799,Major,Premium
"A Class",2016,12999,22786,10,800,Major,Economy
"E Class",2013,12499,18061,13,2266,Minor,Premium
"GL Class",2015,15999,42073,11,2807,Minor,Luxury
"CL Class",2016,17999,18212,10,2599,Major,Luxury
"C Class",2015,13854,75306,11,1295,Minor,Standard
"GLA Class",2015,16998,28957,11,864,Minor,Economy
"A Class",2017,17498,15665,9,740,Minor,Economy
"E Class",2017,21998,21707,9,1666,Minor,Premium
"GLS Class",2017,39498,25605,9,2406,Minor,Luxury
"C Class",2019,24998,2073,7,952,Minor,Standard
"E Class",2017,22498,25827,9,1666,Minor,Premium
"E Class",2017,20498,18330,9,1666,Minor,Premium
"S Class",2018,53000,2001,8,2228,Major,Luxury
"C Class",2019,27998,5144,7,952,Minor,Standard
"B Class",2018,17498,9700,8,686,Major,Economy
"C Class",2017,21998,30633,9,1111,Minor,Standard
"A Class",2018,16740,23000,8,686,Major,Economy
"A Class",2016,13940,37531,10,800,Major,Economy
"CLS Class",2017,20790,37150,9,1666,Minor,Premium
"B Class",2016,11490,58784,10,800,Major,Economy
"C Class",2016,13490,99217,10,1199,Major,Standard
"CL Class",2014,21970,58114,12,3031,Major,Luxury
"A Class",2018,16970,11447,8,686,Major,Economy
"GLA Class",2016,16490,60126,10,800,Major,Economy
"GLA Class",2017,16490,40045,9,740,Minor,Economy
"C Class",2008,5780,67979,18,1762,Major,Standard
"M Class",2014,16940,74869,12,2098,Major,Premium
"B Class",2015,11440,63000,11,864,Minor,Economy
"C Class",2013,8940,66869,13,1511,Minor,Standard
"CL Class",2016,14840,73670,10,2599,Major,Luxury
"B Class",2017,13640,52045,9,740,Minor,Economy
"GLC Class",2016,19970,67286,10,1799,Major,Premium
"A Class",2014,13470,31537,12,933,Major,Economy
"E Class",2017,17989,58463,9,1666,Minor,Premium
"M Class",2015,19940,50408,11,1943,Minor,Premium
"C Class",2018,17470,22345,8,1028,Major,Standard
"CL Class",2016,17970,32517,10,2599,Major,Luxury
"E Class",2016,18740,12600,10,1799,Major,Premium
"GLC Class",2018,24970,19360,8,1542,Major,Premium
"E Class",2016,14670,62119,10,1799,Major,Premium
"A Class",2015,14270,51364,11,864,Minor,Economy
"E Class",2018,28970,10310,8,1542,Major,Premium
"E Class",2017,31997,13553,9,1666,Minor,Premium
"C Class",2010,4495,106032,16,1762,Major,Standard
"GLA Class",2015,13970,70000,11,864,Minor,Economy
"C Class",2015,14900,35553,11,1295,Minor,Standard
"E Class",2013,13790,33516,13,2266,Minor,Premium
"GLA Class",2015,15490,31978,11,864,Minor,Economy
"GLA Class",2016,16490,26145,10,800,Major,Economy
"CLA Class",2017,17590,53159,9,740,Minor,Economy
"GL Class",2017,19299,15309,9,2406,Minor,Luxury
"A Class",2013,8491,97000,13,1007,Minor,Economy
"A Class",2015,8491,124000,11,864,Minor,Economy
"E Class",2017,15491,128000,9,1666,Minor,Premium
"C Class",2014,10393,140000,12,1399,Major,Standard
"C Class",2015,9793,113000,11,1295,Minor,Standard
"C Class",2015,11591,94000,11,1295,Minor,Standard
"C Class",2015,9791,90000,11,1295,Minor,Standard
"C Class",2015,10791,129000,11,1295,Minor,Standard
"A Class",2017,11393,103000,9,740,Minor,Economy
"A Class",2016,13740,44062,10,800,Major,Economy
"A Class",2012,11940,46000,14,1088,Major,Economy
"C Class",2017,14670,51406,9,1111,Minor,Standard
"C Class",2015,15970,81423,11,1295,Minor,Standard
"GLA Class",2017,18470,24928,9,740,Minor,Economy
"A Class",2016,9891,116000,10,800,Major,Economy
"A Class",2015,7792,138000,11,864,Minor,Economy
"C Class",2016,12392,124000,10,1199,Major,Standard
"CLA Class",2015,11493,120000,11,864,Minor,Economy
"C Class",2017,13392,102000,9,1111,Minor,Standard
"C Class",2015,9793,113000,11,1295,Minor,Standard
"CLA Class",2016,10993,91000,10,800,Major,Economy
"A Class",2013,8491,97000,13,1007,Minor,Economy
"C Class",2016,11393,128000,10,1199,Major,Standard
"C Class",2015,8692,150000,11,1295,Minor,Standard
"C Class",2010,5993,109000,16,1762,Major,Standard
"GL Class",2015,17399,23117,11,2807,Minor,Luxury
"C Class",2016,14649,40049,10,1199,Major,Standard
"A Class",2015,20749,43509,11,864,Minor,Economy
"C Class",2017,14749,46526,9,1111,Minor,Standard
"A Class",2016,9891,116000,10,800,Major,Economy
"A Class",2013,7992,106000,13,1007,Minor,Economy
"A Class",2016,9391,108000,10,800,Major,Economy
"A Class",2015,10491,94000,11,864,Minor,Economy
"E Class",2015,10991,110000,11,1943,Minor,Premium
"C Class",2015,11591,94000,11,1295,Minor,Standard
"A Class",2016,10493,99000,10,800,Major,Economy
"A Class",2017,11393,103000,9,740,Minor,Economy
"A Class",2013,8492,105000,13,1007,Minor,Economy
"A Class",2015,8491,124000,11,864,Minor,Economy
"C Class",2014,10393,140000,12,1399,Major,Standard
"B Class",2009,3994,64000,17,1175,Minor,Economy
"C Class",2015,9392,108000,11,1295,Minor,Standard
"C Class",2015,10791,129000,11,1295,Minor,Standard
"C Class",2015,9791,90000,11,1295,Minor,Standard
"C Class",2014,15399,20047,12,1399,Major,Standard
"A Class",2017,16199,35969,9,740,Minor,Economy
"C Class",2017,18999,23555,9,1111,Minor,Standard
"A Class",2017,16799,14129,9,740,Minor,Economy
"E Class",2013,11119,62947,13,2266,Minor,Premium
"A Class",2015,11479,84521,11,864,Minor,Economy
"A Class",2016,17999,13660,10,800,Major,Economy
"C Class",2018,19949,28059,8,1028,Major,Standard
"A Class",2016,15650,31976,10,800,Major,Economy
"A Class",2014,10649,44140,12,933,Major,Economy
"A Class",2018,15799,24969,8,686,Major,Economy
"A Class",2017,15499,20645,9,740,Minor,Economy
"A Class",2018,17999,12168,8,686,Major,Economy
"C Class",2018,24499,11881,8,1028,Major,Standard
"GLC Class",2017,25998,35224,9,1666,Minor,Premium
"C Class",2017,24948,10597,9,1111,Minor,Standard
"A Class",2017,17498,48931,9,740,Minor,Economy
"C Class",2017,20988,15072,9,1111,Minor,Standard
"C Class",2017,24998,20118,9,1111,Minor,Standard
"A Class",2016,14999,28201,10,800,Major,Economy
"A Class",2018,16699,14779,8,686,Major,Economy
"E Class",2016,14999,67162,10,1799,Major,Premium
"A Class",2017,14599,13869,9,740,Minor,Economy
"C Class",2015,13999,42492,11,1295,Minor,Standard
"A Class",2018,15799,22971,8,686,Major,Economy
"A Class",2016,13599,29214,10,800,Major,Economy
"GL Class",2017,19499,18345,9,2406,Minor,Luxury
"E Class",2013,12299,88991,13,2266,Minor,Premium
"A Class",2015,11499,40373,11,864,Minor,Economy
"C Class",2018,18699,37763,8,1028,Major,Standard
"A Class",2017,15993,9756,9,740,Minor,Economy
"GL Class",2018,18258,24166,8,2228,Major,Luxury
"C Class",2015,20000,12050,11,1295,Minor,Standard
"C Class",2017,21499,11136,9,1111,Minor,Standard
"C Class",2018,21498,12123,8,1028,Major,Standard
"E Class",2018,22999,14995,8,1542,Major,Premium
"C Class",2017,17999,49859,9,1111,Minor,Standard
"A Class",2017,15499,23697,9,740,Minor,Economy
"C Class",2013,8751,69493,13,1511,Minor,Standard
"CL Class",2018,16499,76640,8,2228,Major,Luxury
"GL Class",2017,24999,25462,9,2406,Minor,Luxury
"A Class",2017,13499,48866,9,740,Minor,Economy
"A Class",2017,17295,15686,9,740,Minor,Economy
"A Class",2017,14999,31350,9,740,Minor,Economy
"E Class",2006,2995,137827,20,2643,Major,Premium
"C Class",2008,4295,112455,18,1762,Major,Standard
"C Class",2015,16395,44086,11,1295,Minor,Standard
"M Class",2013,16490,70710,13,2266,Minor,Premium
"C Class",2015,12490,68600,11,1295,Minor,Standard
"C Class",2010,4990,97717,16,1762,Major,Standard
"E Class",2014,11990,68835,12,2098,Major,Premium
"E Class",2015,27985,40988,11,1943,Minor,Premium
"C Class",2013,9685,76950,13,1511,Minor,Standard
"A Class",2017,12988,44941,9,740,Minor,Economy
"C Class",2016,16499,28392,10,1199,Major,Standard
"E Class",2011,11230,47516,15,2643,Minor,Premium
"C Class",2016,16326,52819,10,1199,Major,Standard
"E Class",2017,21999,11330,9,1666,Minor,Premium
"C Class",2018,20299,11498,8,1028,Major,Standard
"A Class",2018,17599,16371,8,686,Major,Economy
"GL Class",2016,19699,16489,10,2599,Major,Luxury
"E Class",2017,17999,41105,9,1666,Minor,Premium
"A Class",2016,16699,23052,10,800,Major,Economy
"B Class",2015,10999,54349,11,864,Minor,Economy
"A Class",2017,16999,8771,9,740,Minor,Economy
"CL Class",2016,17499,50303,10,2599,Major,Luxury
"A Class",2016,13999,34033,10,800,Major,Economy
"A Class",2016,14899,17204,10,800,Major,Economy
"A Class",2015,14599,19227,11,864,Minor,Economy
"A Class",2018,17244,30817,8,686,Major,Economy
"B Class",2018,18999,9321,8,686,Major,Economy
"C Class",2016,17999,42569,10,1199,Major,Standard
"C Class",2014,15999,31690,12,1399,Major,Standard
"A Class",2013,11799,18487,13,1007,Minor,Economy
"GLE Class",2019,43900,31,7,1428,Minor,Premium
"C Class",2016,20191,47651,10,1199,Major,Standard
"GLC Class",2019,34400,6940,7,1428,Minor,Premium
"A Class",2019,97900,163,7,635,Minor,Economy
"A Class",2017,16499,40381,9,740,Minor,Economy
"A Class",2015,12199,42624,11,864,Minor,Economy
"C Class",2016,15999,37982,10,1199,Major,Standard
"CL Class",2013,15499,52746,13,3274,Minor,Luxury
"C Class",2017,20249,22011,9,1111,Minor,Standard
"A Class",2016,11599,54045,10,800,Major,Economy
"CL Class",2016,17499,52468,10,2599,Major,Luxury
"A Class",2016,13999,52443,10,800,Major,Economy
"E Class",2018,22691,16806,8,1542,Major,Premium
"C Class",2018,21691,3314,8,1028,Major,Standard
"C Class",2019,22291,5266,7,952,Minor,Standard
"GLE Class",2018,31991,30339,8,1542,Major,Premium
"S Class",2016,27491,54318,10,2599,Major,Luxury
"A Class",2017,18991,13667,9,740,Minor,Economy
"CLA Class",2019,26991,3439,7,635,Minor,Economy
"C Class",2017,18991,34682,9,1111,Minor,Standard
"GLE Class",2019,51991,8341,7,1428,Minor,Premium
"CLA Class",2020,32900,2700,6,588,Major,Economy
"CL Class",2016,17299,50282,10,2599,Major,Luxury
"A Class",2016,13499,15722,10,800,Major,Economy
"GL Class",2016,14499,53167,10,2599,Major,Luxury
"A Class",2016,11999,58223,10,800,Major,Economy
"C Class",2017,15699,33569,9,1111,Minor,Standard
"GL Class",2015,14799,42254,11,2807,Minor,Luxury
"E Class",2012,8999,83763,14,2448,Major,Premium
"A Class",2016,11999,40276,10,800,Major,Economy
"E Class",2012,8238,60178,14,2448,Major,Premium
"GL Class",2016,18999,20617,10,2599,Major,Luxury
"C Class",2018,15489,36000,8,1028,Major,Standard
"CLS Class",2012,21749,46283,14,2448,Major,Premium
"C Class",2017,16489,62480,9,1111,Minor,Standard
"M Class",2015,19940,49355,11,1943,Minor,Premium
"A Class",2017,13570,79260,9,740,Minor,Economy
"CL Class",2015,13940,82732,11,2807,Minor,Luxury
"A Class",2015,9940,69010,11,864,Minor,Economy
"A Class",2014,11340,53484,12,933,Major,Economy
"A Class",2016,13999,43225,10,800,Major,Economy
"E Class",2011,8899,68625,15,2643,Minor,Premium
"C Class",2019,19999,15024,7,952,Minor,Standard
"GL Class",2016,24495,25285,10,2599,Major,Luxury
"E Class",2016,17799,26234,10,1799,Major,Premium
"A Class",2017,16299,23857,9,740,Minor,Economy
"GL Class",2017,26499,8442,9,2406,Minor,Luxury
"GL Class",2014,17699,5007,12,3031,Major,Luxury
"A Class",2015,10985,59875,11,864,Minor,Economy
"A Class",2017,14486,55094,9,740,Minor,Economy
"A Class",2016,15599,32246,10,800,Major,Economy
"SL CLASS",2017,36900,31286,9,2406,Minor,Luxury
"E Class",2017,18900,45000,9,1666,Minor,Premium
"CLA Class",2017,18900,18550,9,740,Minor,Economy
"B Class",2015,11900,32236,11,864,Minor,Economy
"C Class",2015,15400,56118,11,1295,Minor,Standard
"C Class",2020,41900,1000,6,882,Major,Standard
SLK,2014,14900,40230,12,1399,Major,Standard
SLK,2015,17900,13000,11,1295,Minor,Standard
"A Class",2017,15739,13049,9,740,Minor,Economy
"A Class",2016,17999,28530,10,800,Major,Economy
"C Class",2014,13799,78966,12,1399,Major,Standard
"C Class",2017,17499,28609,9,1111,Minor,Standard
"A Class",2016,13299,44553,10,800,Major,Economy
"C Class",2016,18268,24227,10,1199,Major,Standard
"CL Class",2016,18000,65706,10,2599,Major,Luxury
"A Class",2016,18899,21362,10,800,Major,Economy
"E Class",2015,14699,41244,11,1943,Minor,Premium
"CLS Class",2013,10200,71004,13,2266,Minor,Premium
"C Class",2017,18999,35649,9,1111,Minor,Standard
"A Class",2018,19499,10413,8,686,Major,Economy
"A Class",2013,8699,70243,13,1007,Minor,Economy
"E Class",2015,25499,42422,11,1943,Minor,Premium
"A Class",2015,11234,30100,11,864,Minor,Economy
"C Class",2018,16799,29970,8,1028,Major,Standard
"GLC Class",2017,25991,17371,9,1666,Minor,Premium
"B Class",2019,22991,3003,7,635,Minor,Economy
"A Class",2019,19491,7057,7,635,Minor,Economy
"E Class",2019,39491,4701,7,1428,Minor,Premium
"C Class",2019,29998,50,7,952,Minor,Standard
"A Class",2015,59991,20750,11,864,Minor,Economy
"GLE Class",2019,48291,10835,7,1428,Minor,Premium
"GLC Class",2018,28491,11763,8,1542,Major,Premium
"S Class",2018,51991,10842,8,2228,Major,Luxury
"S Class",2019,56900,12000,7,2063,Minor,Luxury
"C Class",2017,20988,30728,9,1111,Minor,Standard
"SL CLASS",2017,18900,28465,9,2406,Minor,Luxury
"C Class",2017,22400,25000,9,1111,Minor,Standard
"A Class",2020,33900,345,6,588,Major,Economy
"E Class",2017,22900,26000,9,1666,Minor,Premium
"GLS Class",2017,39900,19761,9,2406,Minor,Luxury
"E Class",2018,31900,5003,8,1542,Major,Premium
"C Class",2017,20700,23434,9,1111,Minor,Standard
"A Class",2016,12900,31000,10,800,Major,Economy
"C Class",2019,28991,4000,7,952,Minor,Standard
"GLA Class",2017,17991,22007,9,740,Minor,Economy
"GLA Class",2018,22991,13415,8,686,Major,Economy
"C Class",2018,21691,13910,8,1028,Major,Standard
"CLA Class",2014,16991,34222,12,933,Major,Economy
"C Class",2018,24991,6001,8,1028,Major,Standard
"C Class",2019,24992,8238,7,952,Minor,Standard
"A Class",2017,15591,13803,9,740,Minor,Economy
"GLA Class",2017,18991,30112,9,740,Minor,Economy
"E Class",2017,20991,28194,9,1666,Minor,Premium
"CLA Class",2016,14991,48292,10,800,Major,Economy
"A Class",2020,28900,1060,6,588,Major,Economy
"CLA Class",2019,25491,9054,7,635,Minor,Economy
"GLC Class",2017,25291,29312,9,1666,Minor,Premium
"GLA Class",2017,18391,40130,9,740,Minor,Economy
"A Class",2018,18991,7519,8,686,Major,Economy
"A Class",2016,16091,37172,10,800,Major,Economy
"C Class",2016,18291,26401,10,1199,Major,Standard
"E Class",2020,40900,3500,6,1322,Major,Premium
"CLA Class",2020,54900,3600,6,588,Major,Economy
"C Class",2019,31400,2200,7,952,Minor,Standard
"C Class",2019,32900,3000,7,952,Minor,Standard
"B Class",2019,27900,2600,7,635,Minor,Economy
"S Class",2016,25400,40000,10,2599,Major,Luxury
SLK,2015,14900,48489,11,1295,Minor,Standard
"A Class",2016,13900,47275,10,800,Major,Economy
"C Class",2015,15400,41000,11,1295,Minor,Standard
"E Class",2019,48900,50,7,1428,Minor,Premium
"GLB Class",2020,37400,50,6,882,Major,Standard
"A Class",2016,13900,31400,10,800,Major,Economy
"GLC Class",2016,27900,73358,10,1799,Major,Premium
"B Class",2020,25900,1600,6,588,Major,Economy
"A Class",2020,24900,400,6,588,Major,Economy
"A Class",2020,27900,500,6,588,Major,Economy
"C Class",2020,39900,600,6,882,Major,Standard
"C Class",2020,35900,3000,6,882,Major,Standard
"E Class",2017,17698,45093,9,1666,Minor,Premium
"E Class",2017,27400,17045,9,1666,Minor,Premium
"C Class",2018,22900,6200,8,1028,Major,Standard
"C Class",2017,21900,23665,9,1111,Minor,Standard
"C Class",2019,27400,348,7,952,Minor,Standard
"C Class",2017,18691,48618,9,1111,Minor,Standard
"A Class",2017,16591,24321,9,740,Minor,Economy
"C Class",2017,19991,20843,9,1111,Minor,Standard
"A Class",2017,14391,45739,9,740,Minor,Economy
"E Class",2019,43900,50,7,1428,Minor,Premium
"B Class",2019,23900,2502,7,635,Minor,Economy
"A Class",2017,17300,24154,9,740,Minor,Economy
"GLS Class",2017,39900,17000,9,2406,Minor,Luxury
"E Class",2019,32900,3646,7,1428,Minor,Premium
"GLC Class",2017,24900,51380,9,1666,Minor,Premium
"B Class",2016,13900,51933,10,800,Major,Economy
"C Class",2017,23700,19832,9,1111,Minor,Standard
"GLA Class",2016,18991,37482,10,800,Major,Economy
"GLA Class",2015,17991,32964,11,864,Minor,Economy
"E Class",2016,18391,38198,10,1799,Major,Premium
"E Class",2016,18691,30168,10,1799,Major,Premium
"A Class",2019,22691,8000,7,635,Minor,Economy
"A Class",2016,15900,31281,10,800,Major,Economy
"GLE Class",2017,27998,29292,9,1666,Minor,Premium
"E Class",2016,17691,18895,10,1799,Major,Premium
"C Class",2016,19900,3000,10,1199,Major,Standard
"GLA Class",2019,25400,3000,7,635,Minor,Economy
"C Class",2019,26291,6084,7,952,Minor,Standard
"GLA Class",2018,22991,11265,8,686,Major,Economy
"C Class",2017,21291,10398,9,1111,Minor,Standard
"A Class",2016,15291,18217,10,800,Major,Economy
"E Class",2019,35995,2000,7,1428,Minor,Premium
"GLC Class",2019,28490,15900,7,1428,Minor,Premium
"E Class",2016,18695,18335,10,1799,Major,Premium
"B Class",2017,12760,21082,9,740,Minor,Economy
"GLC Class",2017,23895,47581,9,1666,Minor,Premium
"SL CLASS",2017,20995,12591,9,2406,Minor,Luxury
"B Class",2019,23795,1500,7,635,Minor,Economy
"GLC Class",2017,27995,28500,9,1666,Minor,Premium
"C Class",2014,12495,20000,12,1399,Major,Standard
"C Class",2018,15999,26930,8,1028,Major,Standard
"CL Class",2016,17999,32018,10,2599,Major,Luxury
"A Class",2016,12732,45526,10,800,Major,Economy
"E Class",2015,18464,26275,11,1943,Minor,Premium
